date,store_id,item_id,sales,price,promo,weekday,month
2021-01-01,store_1,item_1,0.3514723705013773,-0.9648397104446741,0,4,1
2021-01-02,store_1,item_1,0.3514723705013773,-0.9648397104446741,0,5,1
2021-01-03,store_1,item_1,0.3119440063147399,-0.9648397104446741,0,6,1
2021-01-04,store_1,item_1,0.534336427651188,-0.9648397104446741,0,0,1
2021-01-05,store_1,item_1,0.8969065070358964,-0.9648397104446741,0,1,1
2021-01-06,store_1,item_1,1.4995710094905115,-1.074974146845915,1,2,1
2021-01-07,store_1,item_1,0.6655809609294406,-0.9648397104446741,0,3,1
2021-01-08,store_1,item_1,0.2713020218173939,-0.9648397104446741,0,4,1
2021-01-09,store_1,item_1,0.42742122373467584,-0.9648397104446741,0,5,1
2021-01-10,store_1,item_1,0.3119440063147399,-0.9648397104446741,0,6,1
2021-01-11,store_1,item_1,0.6966078565500647,-0.9648397104446741,0,0,1
2021-01-12,store_1,item_1,0.6655809609294406,-0.9648397104446741,0,1,1
2021-01-13,store_1,item_1,1.5170584362193527,-1.074974146845915,1,2,1
2021-01-14,store_1,item_1,0.6655809609294406,-0.9648397104446741,0,3,1
2021-01-15,store_1,item_1,0.6014506235097247,-0.9648397104446741,0,4,1
2021-01-16,store_1,item_1,0.3514723705013773,-0.9648397104446741,0,5,1
2021-01-17,store_1,item_1,0.9233787183970875,-1.074974146845915,1,6,1
2021-01-18,store_1,item_1,0.6338721012021021,-0.9648397104446741,0,0,1
2021-01-19,store_1,item_1,0.9493739269300323,-0.9648397104446741,0,1,1
2021-01-20,store_1,item_1,0.9493739269300323,-0.9648397104446741,0,2,1
2021-01-21,store_1,item_1,0.869939459435627,-0.9648397104446741,0,3,1
2021-01-22,store_1,item_1,0.7567288489876356,-0.9648397104446741,0,4,1
2021-01-23,store_1,item_1,0.22948184612276734,-0.9648397104446741,0,5,1
2021-01-24,store_1,item_1,0.6338721012021021,-0.9648397104446741,0,6,1
2021-01-25,store_1,item_1,0.7269815055935841,-0.9648397104446741,0,0,1
2021-01-26,store_1,item_1,0.869939459435627,-0.9648397104446741,0,1,1
2021-01-27,store_1,item_1,0.8969065070358964,-0.9648397104446741,0,2,1
2021-01-28,store_1,item_1,0.84245872301352,-0.9648397104446741,0,3,1
2021-01-29,store_1,item_1,0.6966078565500647,-0.9648397104446741,0,4,1
2021-01-30,store_1,item_1,0.42742122373467584,-0.9648397104446741,0,5,1
2021-01-31,store_1,item_1,0.6655809609294406,-0.9648397104446741,0,6,1
2021-02-01,store_1,item_1,0.6338721012021021,-0.9648397104446741,0,0,2
2021-02-02,store_1,item_1,0.9749090190371694,-0.9648397104446741,0,1,2
2021-02-03,store_1,item_1,0.9233787183970875,-0.9648397104446741,0,2,2
2021-02-04,store_1,item_1,0.9233787183970875,-0.9648397104446741,0,3,2
2021-02-05,store_1,item_1,0.7269815055935841,-0.9648397104446741,0,4,2
2021-02-06,store_1,item_1,0.42742122373467584,-0.9648397104446741,0,5,2
2021-02-07,store_1,item_1,0.2713020218173939,-0.9648397104446741,0,6,2
2021-02-08,store_1,item_1,1.389946518316013,-1.074974146845915,1,0,2
2021-02-09,store_1,item_1,1.0489096004809457,-0.9648397104446741,0,1,2
2021-02-10,store_1,item_1,1.096215315259303,-0.9648397104446741,0,2,2
2021-02-11,store_1,item_1,1.0246620542342693,-0.9648397104446741,0,3,2
2021-02-12,store_1,item_1,0.6014506235097247,-0.9648397104446741,0,4,2
2021-02-13,store_1,item_1,0.6014506235097247,-0.9648397104446741,0,5,2
2021-02-14,store_1,item_1,0.6966078565500647,-0.9648397104446741,0,6,2
